Operon,Gene,Strand,CDS_start,CDS_end,Gene number,TS,PS,cPS,uPS,iPS,Pattern,,,,,,,,
573,Ccel_1120,+,1380078,1380794,1,,0,0,0,0,,,,,,,,,
574,"Ccel_1121,Ccel_1122",-,1381046,1382154,2,,0,0,0,0,Up,,,,,,,,
575,"Ccel_1123,Ccel_1124",+,1382250,1383324,2,,0,0,0,0,Up,,,,,,,,
576,Ccel_1125,+,1383418,1384383,1,1383398,0,0,0,0,,,,,,,,,
577,"Ccel_1126,Ccel_1127",+,1384490,1385620,2,,0,0,0,0,Down,,,,,,,,
578,"Ccel_1128,Ccel_1129",+,1385865,1388327,2,,0,0,0,0,Down,,,,,,,,
579,"Ccel_1130,Ccel_1131,Ccel_1132",+,1388593,1391942,3,,0,0,0,0,Down,,,,,,,,
580,"Ccel_1133,Ccel_1134,Ccel_1135",+,1393138,1396397,3,1393131,0,0,0,0,Up,,,,,,,,
581,"Ccel_1136,Ccel_1137,Ccel_1138,Ccel_1139",+,1396496,1403389,4,,1,1,0,0,Up,,,,,,,,
582,"Ccel_1140,Ccel_1141",+,1403479,1404298,2,,0,0,0,0,Down,,,,,,,,
583,Ccel_1142,+,1404445,1405533,1,1404403,0,0,0,0,,,,,,,,,
584,"Ccel_1143,Ccel_1144",-,1405599,1408411,2,,0,0,0,0,Flat,,,,,,,,
585,"Ccel_1145,Ccel_1146",+,1408565,1410042,2,,0,0,0,0,Up,,,,,,,,
586,Ccel_1147,-,1410226,1411071,1,1411176,0,0,0,0,,,,,,,,,
587,"Ccel_1148,Ccel_1149,Ccel_1150,Ccel_1151,Ccel_1152",+,1411372,1416872,5,1411307,0,0,0,0,Complex,,,,,,,,
588,"Ccel_1153,Ccel_1154,Ccel_1155",+,1417027,1419903,3,,0,0,0,0,Up,,,,,,,,
589,"Ccel_1156,Ccel_1157,Ccel_1158,Ccel_1159,Ccel_1160",+,1419980,1424203,5,,0,0,0,0,Down,,,,,,,,
590,Ccel_1161,+,1424223,1425146,1,,0,0,0,0,,,,,,,,,
591,"Ccel_1162,Ccel_1163",+,1425233,1426653,2,,0,0,0,0,Up,,,,,,,,
592,Ccel_1164,-,1426753,1430283,1,1430309,0,0,0,0,,,,,,,,,
593,Ccel_1165,-,1430304,1430495,1,,0,0,0,0,,,,,,,,,
594,Ccel_1166,-,1430707,1431489,1,,0,0,0,0,,,,,,,,,
595,Ccel_1167,+,1431818,1432555,1,1431778,0,0,0,0,,,,,,,,,
596,Ccel_1168,+,1432737,1433369,1,,0,0,0,0,,,,,,,,,
597,"Ccel_1169,Ccel_1170",+,1433534,1434833,2,,0,0,0,0,Flat,,,,,,,,
598,Ccel_1171,-,1434911,1435831,1,1435847,0,0,0,0,,,,,,,,,
599,Ccel_1172,+,1436011,1436895,1,,0,0,0,0,,,,,,,,,
600,Ccel_1173,-,1436903,1437673,1,,0,0,0,0,,,,,,,,,
601,Ccel_1174,+,1437797,1439734,1,,0,0,0,0,,,,,,,,,
602,"Ccel_1175,Ccel_1176,Ccel_1177,Ccel_1178",+,1439832,1442874,4,1439807,0,0,0,0,Up,,,,,,,,
603,"Ccel_1179,Ccel_1180,Ccel_1181",+,1443133,1446465,3,,0,0,0,0,Up,,,,,,,,
604,"Ccel_1182,Ccel_1183,Ccel_1184",+,1446649,1449249,3,1446520,0,0,0,0,Up,,,,,,,,
605,"Ccel_1185,Ccel_1186,Ccel_1187",+,1449495,1451076,3,,0,0,0,0,Flat,,,,,,,,
606,"Ccel_1188,Ccel_1189",+,1451501,1454301,2,,0,0,0,0,Up,,,,,,,,
607,Ccel_1190,-,1454359,1454805,1,1454908,0,0,0,0,,,,,,,,,
608,"Ccel_1191,Ccel_1192",+,1455106,1459247,2,,0,0,0,0,Flat,,,,,,,,
609,Ccel_1193,-,1459325,1460629,1,1460653,0,0,0,0,,,,,,,,,
610,"Ccel_1194,Ccel_1195",+,1460846,1461579,2,,0,0,0,0,Flat,,,,,,,,
611,Ccel_1196,+,1461665,1462714,1,,0,0,0,0,,,,,,,,,
612,Ccel_1197,+,1462781,1463017,1,1462762,0,0,0,0,,,,,,,,,
613,"Ccel_1198,Ccel_1199",+,1463360,1466283,2,,0,0,0,0,Up,,,,,,,,
614,Ccel_1200,+,1466485,1468413,1,,0,0,0,0,,,,,,,,,
615,"Ccel_1201,Ccel_1202,Ccel_1203,Ccel_1204",+,1468619,1473842,4,,1,1,0,0,Up,,,,,,,,
616,Ccel_1205,+,1474520,1476346,1,,0,0,0,0,,,,,,,,,
617,Ccel_1206,+,1477087,1477326,1,,0,0,0,0,,,,,,,,,
618,Ccel_1207,+,1478349,1480970,1,,0,0,0,0,,,,,,,,,
619,"Ccel_1208,Ccel_1209,Ccel_1210,Ccel_1211,Ccel_1212,Ccel_1213",+,1481094,1487342,6,,0,0,0,0,Complex,,,,,,,,
620,"Ccel_1214,Ccel_1215,Ccel_1216",-,1487385,1489428,3,1489446,0,0,0,0,Up,,,,,,,,
621,Ccel_1217,-,1489527,1490996,1,,0,0,0,0,,,,,,,,,
622,"Ccel_1218,Ccel_1219",+,1491372,1493010,2,,0,0,0,0,Down,,,,,,,,
623,Ccel_1220,-,1493189,1494235,1,,0,0,0,0,,,,,,,,,
624,Ccel_1221,-,1494391,1495899,1,,0,0,0,0,,,,,,,,,
625,Ccel_1222,+,1496109,1497011,1,,0,0,0,0,,,,,,,,,
626,Ccel_1223,+,1497206,1498234,1,1497169,0,0,0,0,,,,,,,,,
627,"Ccel_1224,Ccel_1225,Ccel_1226,Ccel_1227,Ccel_1228",+,1498348,1505089,5,,0,0,0,0,Up,,,,,,,,
628,"Ccel_1229,Ccel_1230,Ccel_1231,Ccel_1232,Ccel_1233,Ccel_1234,Ccel_1235,Ccel_1236,Ccel_1237,Ccel_1238,Ccel_1239,Ccel_1240,Ccel_1241,Ccel_1242",+,1505662,1537237,14,,0,0,0,0,Complex,,,,,,,,
629,"Ccel_1243,Ccel_1244",+,1537355,1538789,2,,0,0,0,0,Down,,,,,,,,
630,"Ccel_1245,Ccel_1246",+,1538857,1542225,2,,0,0,0,0,Up,,,,,,,,
631,"Ccel_1247,Ccel_1248",+,1542461,1546107,2,,0,0,0,0,Up,,,,,,,,
632,Ccel_1249,+,1546692,1548752,1,,0,0,0,0,,,,,,,,,
633,"Ccel_1250,Ccel_1251,Ccel_1252,Ccel_1253",+,1548963,1555274,4,,0,0,0,0,Complex,,,,,,,,
634,"Ccel_1254,Ccel_1255",+,1555289,1557797,2,,0,0,0,0,Up,,,,,,,,
635,"Ccel_1256,Ccel_1257,Ccel_1258,Ccel_1259,Ccel_1260,Ccel_1261,Ccel_1262",+,1557906,1567460,7,1557853,0,0,0,0,Complex,,,,,,,,
636,"Ccel_1263,Ccel_1264,Ccel_1265",+,1567636,1571034,3,1567576,0,0,0,0,Flat,,,,,,,,
637,"Ccel_1266,Ccel_1267,Ccel_1268,Ccel_1269,Ccel_1270,Ccel_1271,Ccel_1272,Ccel_1273,Ccel_1274,Ccel_1275,Ccel_1276,Ccel_1277,Ccel_1278,Ccel_1279,Ccel_1280,Ccel_1281,Ccel_1282,Ccel_1283,Ccel_1284,Ccel_1285,Ccel_1286,Ccel_1287",+,1571541,1592788,22,,0,0,0,0,Complex,,,,,,,,
638,"Ccel_1288,Ccel_1289,Ccel_1290,Ccel_1291,Ccel_1292",+,1592861,1597075,5,1592829,0,0,0,0,Down,,,,,,,,
639,Ccel_1293,+,1597381,1598664,1,,0,0,0,0,,,,,,,,,
640,"Ccel_1294,Ccel_1295,Ccel_1296,Ccel_1297",+,1599115,1602563,4,,0,0,0,0,Complex,,,,,,,,
641,Ccel_1298,+,1602832,1604265,1,,0,0,0,0,,,,,,,,,
642,"Ccel_1299,Ccel_1300,Ccel_1301",+,1604455,1606907,3,,0,0,0,0,Up,,,,,,,,
643,Ccel_1302,-,1606915,1607457,1,,0,0,0,0,,,,,,,,,
644,"Ccel_1303,Ccel_1304,Ccel_1305,Ccel_1306",+,1607558,1611592,4,,0,0,0,0,Down,,,,,,,,
645,"Ccel_1307,Ccel_1308,Ccel_1309,Ccel_1310",+,1611730,1615485,4,1611679,0,0,0,0,Complex,,,,,,,,
646,"Ccel_1311,Ccel_1312,Ccel_1313",+,1615767,1616847,3,,0,0,0,0,Up,,,,,,,,
647,Ccel_1314,+,1616949,1618148,1,,0,0,0,0,,,,,,,,,
648,Ccel_1315,-,1618149,1618859,1,,0,0,0,0,,,,,,,,,
649,Ccel_1316,+,1619040,1619837,1,1619007,0,0,0,0,,,,,,,,,
650,Ccel_R0029,+,1619883,1619958,1,,0,0,0,0,,,,,,,,,
651,"Ccel_1317,Ccel_1318,Ccel_1319",+,1620300,1624347,3,,0,0,0,0,Flat,,,,,,,,
652,"Ccel_1320,Ccel_1321,Ccel_1322",+,1624492,1625439,3,1624374,0,0,0,0,Down,,,,,,,,
653,"Ccel_1323,Ccel_1324,Ccel_1325",+,1625605,1627597,3,,0,0,0,0,Down,,,,,,,,
654,Ccel_1326,-,1627621,1628160,1,1628198,0,0,0,0,,,,,,,,,
655,Ccel_1327,+,1628361,1629044,1,,0,0,0,0,,,,,,,,,
656,"Ccel_1328,Ccel_1329,Ccel_1330,Ccel_1331,Ccel_1332,Ccel_1333",+,1629265,1632582,6,,0,0,0,0,Complex,,,,,,,,
657,Ccel_1334,-,1632591,1634036,1,1634068,0,0,0,0,,,,,,,,,
658,"Ccel_1335,Ccel_1336,Ccel_1337",+,1634247,1635338,3,,0,0,0,0,Flat,,,,,,,,
659,Ccel_1338,+,1635526,1636950,1,1635465,0,0,0,0,,,,,,,,,
660,Ccel_1339,+,1637168,1639324,1,,0,0,0,0,,,,,,,,,
661,"Ccel_1340,Ccel_1341",+,1639635,1641089,2,,0,0,0,0,Up,,,,,,,,
662,"Ccel_1342,Ccel_1343",+,1641383,1641912,2,,0,0,0,0,Down,,,,,,,,
663,"Ccel_1344,Ccel_1345",-,1641991,1644708,2,,0,0,0,0,Up,,,,,,,,
664,"Ccel_1346,Ccel_1347,Ccel_1348,Ccel_1349",+,1644969,1647837,4,,0,0,0,0,Complex,,,,,,,,
665,"Ccel_1350,Ccel_1351",+,1647991,1650869,2,,1,0,0,1,Down,,,,,,,,
666,"Ccel_1352,Ccel_1353,Ccel_1354",+,1650991,1652817,3,1650979,0,0,0,0,Up,,,,,,,,
667,"Ccel_R0030,Ccel_R0031",+,1652937,1653102,2,1652898,0,0,0,0,Down,,,,,,,,
668,Ccel_1355,-,1653139,1653933,1,,0,0,0,0,,,,,,,,,
669,"Ccel_1356,Ccel_1357",-,1654074,1655040,2,,0,0,0,0,Flat,,,,,,,,
670,Ccel_1358,-,1655243,1656004,1,1656049,0,0,0,0,,,,,,,,,
671,Ccel_1359,-,1656109,1656825,1,,0,0,0,0,,,,,,,,,
672,Ccel_1360,+,1656944,1657651,1,,0,0,0,0,,,,,,,,,
673,"Ccel_1361,Ccel_1362",+,1657744,1658815,2,,0,0,0,0,Down,,,,,,,,
674,"Ccel_1363,Ccel_1364,Ccel_1365,Ccel_1366",+,1658981,1661074,4,1658941,0,0,0,0,Up,,,,,,,,
675,Ccel_1367,+,1661231,1662847,1,,0,0,0,0,,,,,,,,,
676,Ccel_1368,+,1663063,1663962,1,1662984,0,0,0,0,,,,,,,,,
677,Ccel_1369,-,1664018,1665736,1,,0,0,0,0,,,,,,,,,
678,Ccel_1370,-,1665878,1667200,1,1667216,0,0,0,0,,,,,,,,,
679,Ccel_1371,+,1667482,1668243,1,1667338,0,0,0,0,,,,,,,,,
680,"Ccel_1372,Ccel_1373",+,1669008,1672866,2,,0,0,0,0,Up,,,,,,,,
681,Ccel_1374,+,1672973,1673401,1,1672942,0,0,0,0,,,,,,,,,
682,Ccel_1375,-,1673504,1674103,1,,0,0,0,0,,,,,,,,,
683,Ccel_1376,+,1674323,1676107,1,1674304,0,0,0,0,,,,,,,,,
684,"Ccel_1377,Ccel_1378",+,1676199,1677619,2,,0,0,0,0,Up,,,,,,,,
685,Ccel_1379,-,1677729,1677944,1,,0,0,0,0,,,,,,,,,
686,Ccel_1380,+,1678143,1678394,1,1678103,0,0,0,0,,,,,,,,,
687,"Ccel_1381,Ccel_1382",+,1678611,1680796,2,,2,1,0,1,Up,,,,,,,,
688,"Ccel_1383,Ccel_1384",+,1681104,1684475,2,1681082,0,0,0,0,Up,,,,,,,,
689,"Ccel_1385,Ccel_1386",+,1684686,1688301,2,,0,0,0,0,Up,,,,,,,,
690,"Ccel_1387,Ccel_1388",-,1688365,1689487,2,,0,0,0,0,Down,,,,,,,,
691,"Ccel_1389,Ccel_1390,Ccel_1391",+,1689777,1692692,3,1689749,0,0,0,0,Up,,,,,,,,
692,Ccel_1392,+,1692770,1694011,1,,0,0,0,0,,,,,,,,,
693,"Ccel_1393,Ccel_1394",+,1694178,1695114,2,,0,0,0,0,Up,,,,,,,,
694,Ccel_1395,+,1695431,1695955,1,1695238,0,0,0,0,,,,,,,,,
695,Ccel_1396,+,1696003,1696905,1,1695984,0,0,0,0,,,,,,,,,
696,Ccel_1397,-,1696962,1697585,1,1697642,0,0,0,0,,,,,,,,,
697,"Ccel_1398,Ccel_1399",+,1697815,1702033,2,,0,0,0,0,Flat,,,,,,,,
698,Ccel_1400,-,1702217,1703263,1,,0,0,0,0,,,,,,,,,
699,Ccel_1401,+,1703497,1704978,1,,0,0,0,0,,,,,,,,,
700,Ccel_1402,+,1705021,1705542,1,1704995,0,0,0,0,,,,,,,,,
701,Ccel_1403,-,1705620,1707020,1,,0,0,0,0,,,,,,,,,
702,Ccel_1404,+,1707355,1707852,1,,0,0,0,0,,,,,,,,,
703,"Ccel_1405,Ccel_1406,Ccel_1407,Ccel_1408,Ccel_1409",+,1707355,1713745,6,1707229,2,0,0,2,Complex,,,,,,,,
704,"Ccel_1410,Ccel_1411",+,1713887,1715179,2,1713858,0,0,0,0,Up,,,,,,,,
705,"Ccel_1412,Ccel_1413,Ccel_1414,Ccel_1415",+,1715274,1718978,4,,0,0,0,0,Complex,,,,,,,,
706,Ccel_1416,+,1719055,1719747,1,,0,0,0,0,,,,,,,,,
707,Ccel_1417,+,1719839,1721569,1,1719820,0,0,0,0,,,,,,,,,
708,Ccel_1418,-,1721628,1722440,1,,0,0,0,0,,,,,,,,,
709,Ccel_1419,+,1722804,1723856,1,,0,0,0,0,,,,,,,,,
710,Ccel_R0032,-,1723923,1724005,1,,0,0,0,0,,,,,,,,,
711,Ccel_1420,-,1724120,1725301,1,,0,0,0,0,,,,,,,,,
712,"Ccel_1421,Ccel_1422",-,1725442,1727113,2,1727151,1,0,0,1,Flat,,,,,,,,
713,Ccel_1423,-,1727187,1727855,1,,0,0,0,0,,,,,,,,,
714,Ccel_1424,+,1727987,1729555,1,,0,0,0,0,,,,,,,,,
715,Ccel_1425,+,1729862,1730275,1,,0,0,0,0,,,,,,,,,
716,Ccel_1426,-,1730385,1731371,1,1731435,0,0,0,0,,,,,,,,,
717,Ccel_1427,+,1731764,1732582,1,1731738,0,0,0,0,,,,,,,,,
718,Ccel_1428,-,1732579,1733436,1,1733476,0,0,0,0,,,,,,,,,
719,"Ccel_1429,Ccel_1430",+,1733643,1737167,2,1733626,0,0,0,0,Flat,,,,,,,,
720,Ccel_1431,+,1737315,1738379,1,1737283,0,0,0,0,,,,,,,,,
721,Ccel_1432,-,1738435,1738611,1,1738711,0,0,0,0,,,,,,,,,
722,Ccel_R0033,+,1738952,1739028,1,,0,0,0,0,,,,,,,,,
723,Ccel_1433,-,1739138,1741084,1,,0,0,0,0,,,,,,,,,
724,"Ccel_R0034,Ccel_R0035",-,1741608,1741763,2,1741765,0,0,0,0,Flat,,,,,,,,
725,Ccel_1434,-,1741833,1743452,1,1743474,0,0,0,0,,,,,,,,,
726,"Ccel_1435,Ccel_1436,Ccel_1437",+,1743739,1746698,3,1743701,0,0,0,0,Up,,,,,,,,
727,"Ccel_1438,Ccel_1439",+,1746786,1750226,2,1746751,0,0,0,0,Flat,,,,,,,,
728,"Ccel_1440,Ccel_1441",-,1750270,1751583,2,1751674,0,0,0,0,Up,,,,,,,,
729,"Ccel_1442,Ccel_1443",+,1752093,1755518,2,,0,0,0,0,Up,,,,,,,,
730,Ccel_1444,-,1755591,1755821,1,,0,0,0,0,,,,,,,,,
731,Ccel_1445,+,1756044,1757396,1,1756015,0,0,0,0,,,,,,,,,
732,Ccel_1446,+,1757576,1758160,1,,0,0,0,0,,,,,,,,,
733,"Ccel_1447,Ccel_1448",+,1758259,1760690,2,1758236,0,0,0,0,Flat,,,,,,,,
734,Ccel_1449,+,1760840,1761925,1,,0,0,0,0,,,,,,,,,
735,Ccel_1450,+,1762064,1763587,1,1762013,0,0,0,0,,,,,,,,,
736,"Ccel_1451,Ccel_1452,Ccel_1453",+,1763716,1765979,3,1763682,0,0,0,0,Up,,,,,,,,
737,Ccel_1454,-,1766195,1767595,1,,0,0,0,0,,,,,,,,,
738,"Ccel_1455,Ccel_1456,Ccel_1457",+,1767945,1771489,3,1767750,1,1,0,0,Flat,,,,,,,,
739,Ccel_1458,-,1771606,1772214,1,1772219,0,0,0,0,,,,,,,,,
740,Ccel_1459,+,1772420,1775899,1,,0,0,0,0,,,,,,,,,
741,"Ccel_1460,Ccel_1461",+,1775967,1776424,2,1775957,0,0,0,0,Flat,,,,,,,,
742,"Ccel_1462,Ccel_1463",+,1776537,1777630,2,,0,0,0,0,Up,,,,,,,,
743,"Ccel_1464,Ccel_1465,Ccel_1466,Ccel_1467",+,1777725,1780192,4,,0,0,0,0,Complex,,,,,,,,
744,"Ccel_1468,Ccel_1469,Ccel_1470",+,1780297,1785028,3,,0,0,0,0,Down,,,,,,,,
745,Ccel_1471,+,1785202,1787019,1,,0,0,0,0,,,,,,,,,
746,Ccel_1472,+,1787108,1788382,1,,0,0,0,0,,,,,,,,,
747,"Ccel_1473,Ccel_1474",+,1788487,1790375,2,,0,0,0,0,Up,,,,,,,,
748,Ccel_1475,-,1790442,1791425,1,,0,0,0,0,,,,,,,,,
749,"Ccel_1476,Ccel_1477,Ccel_1478",+,1791651,1797592,3,1791625,1,1,0,0,Down,,,,,,,,
750,Ccel_1479,-,1795899,1796945,1,,0,0,0,0,,,,,,,,,
751,"Ccel_1480,Ccel_1481,Ccel_1482,Ccel_1483",+,1797595,1800472,4,,0,0,0,0,Complex,,,,,,,,
752,"Ccel_1484,Ccel_1485",-,1801077,1802221,2,,0,0,0,0,Down,,,,,,,,
753,Ccel_1486,+,1802971,1804626,1,,0,0,0,0,,,,,,,,,
754,"Ccel_1487,Ccel_1488",-,1804706,1805702,2,,0,0,0,0,Down,,,,,,,,
755,"Ccel_1489,Ccel_1490",-,1805993,1806510,2,1806610,0,0,0,0,Up,,,,,,,,
756,"Ccel_1491,Ccel_1492,Ccel_1493,Ccel_1494,Ccel_1495,Ccel_1496,Ccel_1497",+,1806830,1820616,7,1806753,1,0,0,1,Complex,,,,,,,,
757,Ccel_1498,+,1821094,1821315,1,1821068,0,0,0,0,,,,,,,,,
758,"Ccel_1499,Ccel_1500,Ccel_1501,Ccel_1502,Ccel_1503,Ccel_1504,Ccel_1505,Ccel_1506,Ccel_1507,Ccel_1508,Ccel_1509,Ccel_1510,Ccel_1511,Ccel_1512,Ccel_1513,Ccel_1514,Ccel_1515,Ccel_1516,Ccel_1517,Ccel_1518,Ccel_1519",+,1821417,1849196,21,1821365,0,0,0,0,Complex,,,,,,,,
759,"Ccel_1520,Ccel_1521",+,1849328,1850541,2,,0,0,0,0,Down,,,,,,,,
760,"Ccel_R0036,Ccel_R0037,Ccel_R0038,Ccel_R0039",+,1851052,1856743,4,,0,0,0,0,Unknown,,,,,,,,
761,Ccel_1522,+,1857205,1857885,1,1857038,0,0,0,0,,,,,,,,,
762,"Ccel_1523,Ccel_1524,Ccel_1525,Ccel_1526",+,1858305,1861247,4,,0,0,0,0,Complex,,,,,,,,
763,Ccel_1527,+,1861293,1863749,1,1861271,0,0,0,0,,,,,,,,,
764,"Ccel_1528,Ccel_1529,Ccel_1530,Ccel_1531,Ccel_1532",+,1863781,1868104,5,,0,0,0,0,Complex,,,,,,,,
765,"Ccel_1533,Ccel_1534,Ccel_1535,Ccel_1536,Ccel_1537,Ccel_1538,Ccel_R0040",+,1868114,1874213,7,,0,0,0,0,Complex,,,,,,,,
766,Ccel_1539,+,1874373,1874816,1,,0,0,0,0,,,,,,,,,
767,Ccel_1540,+,1874991,1875302,1,1874916,0,0,0,0,,,,,,,,,
768,Ccel_1541,+,1875572,1876048,1,,0,0,0,0,,,,,,,,,
769,Ccel_1542,-,1876286,1877482,1,,0,0,0,0,,,,,,,,,
770,Ccel_1543,+,1878421,1880769,1,,0,0,0,0,,,,,,,,,
771,Ccel_1544,+,1880960,1882234,1,,0,0,0,0,,,,,,,,,
772,"Ccel_1545,Ccel_1546",-,1882802,1885698,2,,0,0,0,0,Down,,,,,,,,
773,Ccel_1547,+,1886034,1895996,1,,0,0,0,0,,,,,,,,,
774,Ccel_1548,-,1896179,1897009,1,1897043,0,0,0,0,,,,,,,,,
775,Ccel_1549,+,1897151,1899085,1,,0,0,0,0,,,,,,,,,
776,Ccel_1550,+,1899237,1900685,1,1899214,0,0,0,0,,,,,,,,,
777,Ccel_1551,-,1900747,1902498,1,1902581,0,0,0,0,,,,,,,,,
778,Ccel_1552,+,1902782,1903147,1,,0,0,0,0,,,,,,,,,
779,"Ccel_1553,Ccel_1554,Ccel_1555",+,1903321,1905855,3,,0,0,0,0,Flat,,,,,,,,
780,Ccel_1556,+,1906057,1906365,1,1906022,0,0,0,0,,,,,,,,,
781,"Ccel_1557,Ccel_1558",+,1906463,1908857,2,,0,0,0,0,Down,,,,,,,,
782,"Ccel_1559,Ccel_1560",-,1908983,1910127,2,,0,0,0,0,Down,,,,,,,,
783,Ccel_1561,+,1910532,1910732,1,1910399,0,0,0,0,,,,,,,,,
784,"Ccel_1562,Ccel_1563",+,1911003,1913419,2,,0,0,0,0,Down,,,,,,,,
785,"Ccel_1564,Ccel_1565",-,1913719,1914239,2,,0,0,0,0,Down,,,,,,,,
786,Ccel_1566,+,1914421,1915443,1,,0,0,0,0,,,,,,,,,
787,Ccel_1567,+,1915596,1915889,1,,0,0,0,0,,,,,,,,,
788,"Ccel_1568,Ccel_1569",+,1916022,1916406,2,,0,0,0,0,Unknown,,,,,,,,
789,"Ccel_1570,Ccel_1571",+,1916467,1917976,2,,0,0,0,0,Unknown,,,,,,,,
790,Ccel_1572,+,1918064,1918738,1,,0,0,0,0,,,,,,,,,
791,"Ccel_1573,Ccel_1574",-,1918837,1920257,2,,0,0,0,0,Unknown,,,,,,,,
792,"Ccel_1575,Ccel_1576",-,1921032,1921552,2,,0,0,0,0,Unknown,,,,,,,,
793,Ccel_1577,+,1921734,1922756,1,,0,0,0,0,,,,,,,,,
794,Ccel_1578,+,1922909,1923202,1,,0,0,0,0,,,,,,,,,
795,"Ccel_1579,Ccel_1580",+,1923335,1923719,2,,0,0,0,0,Unknown,,,,,,,,
796,"Ccel_1581,Ccel_1582",+,1923780,1925289,2,,0,0,0,0,Unknown,,,,,,,,
797,Ccel_1583,+,1925377,1926051,1,,0,0,0,0,,,,,,,,,
798,"Ccel_1584,Ccel_1585",-,1926150,1927570,2,,0,0,0,0,Unknown,,,,,,,,
799,"Ccel_1586,Ccel_1587",-,1928345,1928865,2,,0,0,0,0,Unknown,,,,,,,,
800,Ccel_1588,+,1929047,1930069,1,,0,0,0,0,,,,,,,,,
801,Ccel_1589,+,1930222,1930515,1,,0,0,0,0,,,,,,,,,
802,"Ccel_1590,Ccel_1591",+,1930648,1931032,2,,0,0,0,0,Unknown,,,,,,,,
803,"Ccel_1592,Ccel_1593",+,1931093,1932602,2,,0,0,0,0,Unknown,,,,,,,,
804,Ccel_1594,+,1932690,1933364,1,,0,0,0,0,,,,,,,,,
805,"Ccel_1595,Ccel_1596",-,1933463,1934883,2,,0,0,0,0,Unknown,,,,,,,,
806,Ccel_1597,-,1935982,1937397,1,1937452,0,0,0,0,,,,,,,,,
807,Ccel_1598,+,1937628,1938194,1,,0,0,0,0,,,,,,,,,
808,"Ccel_1599,Ccel_1600,Ccel_1601,Ccel_1602,Ccel_1603,Ccel_1604,Ccel_1605,Ccel_1606,Ccel_1607,Ccel_1608,Ccel_1609",-,1938227,1946930,11,,0,0,0,0,Complex,,,,,,,,
809,Ccel_1610,-,1946981,1947790,1,,0,0,0,0,,,,,,,,,
810,"Ccel_1611,Ccel_1612",-,1947965,1950074,2,1950100,1,1,0,0,Flat,,,,,,,,
811,"Ccel_1613,Ccel_1614,Ccel_1615,Ccel_1616,Ccel_1617",-,1950229,1954602,5,,0,0,0,0,Down,,,,,,,,
812,Ccel_1618,-,1954778,1955830,1,,0,0,0,0,,,,,,,,,
813,Ccel_1619,-,1955914,1956618,1,,0,0,0,0,,,,,,,,,
814,"Ccel_1620,Ccel_1621,Ccel_1622",-,1956700,1959164,3,,0,0,0,0,Up,,,,,,,,
815,"Ccel_1623,Ccel_1624,Ccel_1625,Ccel_1626,Ccel_1627,Ccel_1628",-,1959292,1964992,6,,1,0,0,1,Complex,,,,,,,,
816,Ccel_1629,-,1965193,1966155,1,,0,0,0,0,,,,,,,,,
817,Ccel_1630,-,1966215,1966438,1,1966592,0,0,0,0,,,,,,,,,
818,"Ccel_1631,Ccel_1632,Ccel_1633,Ccel_1634",-,1966688,1972868,4,,0,0,0,0,Up,,,,,,,,
819,Ccel_1635,-,1973026,1973898,1,,0,0,0,0,,,,,,,,,
820,Ccel_1636,-,1974038,1974295,1,1974475,0,0,0,0,,,,,,,,,
821,Ccel_1637,-,1974722,1975573,1,,0,0,0,0,,,,,,,,,
822,"Ccel_1638,Ccel_1639,Ccel_1640,Ccel_1641,Ccel_1642,Ccel_1643,Ccel_1644",-,1975716,1982300,7,,1,0,0,1,Complex,,,,,,,,
823,"Ccel_1645,Ccel_1646",-,1982513,1985921,2,,0,0,0,0,Flat,,,,,,,,
824,"Ccel_1647,Ccel_1648",-,1986168,1990161,2,,0,0,0,0,Up,,,,,,,,
825,"Ccel_1649,Ccel_1650",+,1990443,1991629,2,,0,0,0,0,Down,,,,,,,,
826,Ccel_1651,-,1991778,1992878,1,,0,0,0,0,,,,,,,,,
827,Ccel_1652,-,1993020,1993556,1,,0,0,0,0,,,,,,,,,
828,Ccel_1653,+,1993745,1994698,1,,0,0,0,0,,,,,,,,,
829,Ccel_1654,+,1994805,1995797,1,,0,0,0,0,,,,,,,,,
830,Ccel_1655,-,1995887,1997194,1,1997215,0,0,0,0,,,,,,,,,
831,Ccel_1656,-,1997345,2000200,1,,0,0,0,0,,,,,,,,,
832,Ccel_1657,-,2000664,2001107,1,,0,0,0,0,,,,,,,,,
833,"Ccel_1658,Ccel_1659",+,2001283,2003752,2,,0,0,0,0,Up,,,,,,,,
834,Ccel_1660,+,2003846,2004559,1,2003816,0,0,0,0,,,,,,,,,
835,Ccel_1661,+,2004577,2005155,1,,0,0,0,0,,,,,,,,,
836,"Ccel_1662,Ccel_1663",-,2005147,2007325,2,,0,0,0,0,Down,,,,,,,,
837,Ccel_1664,+,2007551,2007727,1,,0,0,0,0,,,,,,,,,
838,Ccel_1665,+,2007797,2009113,1,,0,0,0,0,,,,,,,,,
839,Ccel_1666,+,2009249,2010398,1,,0,0,0,0,,,,,,,,,
840,Ccel_1667,-,2010589,2010843,1,,0,0,0,0,,,,,,,,,
841,Ccel_1668,-,2011126,2011590,1,,0,0,0,0,,,,,,,,,
842,Ccel_1669,-,2011820,2012164,1,2012185,0,0,0,0,,,,,,,,,
843,"Ccel_1670,Ccel_1671,Ccel_1672,Ccel_1673,Ccel_1674,Ccel_1675,Ccel_1676",-,2012309,2020996,7,,0,0,0,0,Complex,,,,,,,,
