assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material
GCA_001481685.1,PRJNA61347,SAMN04316368,,representative genome,940295,54259,Ignicoccus islandicus DSM 13165,strain=DSM 13165,,latest,Complete Genome,Major,Full,12/23/15,ASM148168v1,Oak Ridge National Laboratory,GCF_001481685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/481/685/GCA_001481685.1_ASM148168v1,,assembly from type material
GCA_000025505.1,PRJNA33635,SAMN02598503,,representative genome,589924,54261,Ferroglobus placidus DSM 10642,strain=DSM 10642,,latest,Complete Genome,Major,Full,2/16/10,ASM2550v1,US DOE Joint Genome Institute,GCF_000025505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/505/GCA_000025505.1_ASM2550v1,,assembly from type material
GCA_002214605.1,PRJNA274230,SAMN03324156,,na,54262,54262,Thermococcus chitonophagus,strain=GC74,,latest,Complete Genome,Major,Full,7/5/17,ASM221460v1,Ecole Normale Superieure de Lyon,GCF_002214605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/605/GCA_002214605.1_ASM221460v1,,assembly from type material
GCA_900012635.1,PRJEB12305,SAMEA3721282,,na,54262,54262,Thermococcus chitonophagus,,1,latest,Complete Genome,Major,Full,4/15/16,Pyrococcus chitonophagus genome sequence,University of Athens,GCF_900012635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/012/635/GCA_900012635.1_Pyrococcus_chitonophagus_genome_sequence,,
GCA_000151105.2,PRJNA19379,SAMN02603625,,representative genome,391623,55802,Thermococcus barophilus MP,strain=MP,,latest,Complete Genome,Major,Full,12/17/10,ASM15110v2,Moore Foundation,GCF_000151105.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/105/GCA_000151105.2_ASM15110v2,,assembly from type material
GCA_001433455.1,PRJNA274261,SAMN03324231,,na,55802,55802,Thermococcus barophilus,strain=CH5,,latest,Complete Genome,Major,Full,11/5/15,ASM143345v1,Ecole Normale Superieure de Lyon,GCF_001433455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/433/455/GCA_001433455.1_ASM143345v1,,
GCA_000011125.1,PRJNA211,SAMD00061092,,na,272557,56636,Aeropyrum pernix K1,strain=K1,,latest,Complete Genome,Major,Full,10/11/06,ASM1112v1,NITE,GCF_000011125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/125/GCA_000011125.1_ASM1112v1,,assembly from type material
GCA_000023965.1,PRJNA27945,SAMN00002610,,representative genome,485914,57705,Halomicrobium mukohataei DSM 12286,strain=DSM 12286,,latest,Complete Genome,Major,Full,9/3/09,ASM2396v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000023965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/965/GCA_000023965.1_ASM2396v1,,assembly from type material
GCA_004803735.1,PRJNA531092,SAMN11349655,,na,57705,57705,Halomicrobium mukohataei,strain=JP60,,latest,Complete Genome,Major,Full,4/23/19,ASM480373v1,Jiangsu University,GCF_004803735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/803/735/GCA_004803735.1_ASM480373v1,,
GCA_009217585.1,PRJNA577378,SAMN13024714,,na,57705,57705,Halomicrobium mukohataei,strain=ZPS1,,latest,Complete Genome,Major,Full,10/22/19,ASM921758v1,UJS,GCF_009217585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/217/585/GCA_009217585.1_ASM921758v1,,
GCA_000194625.1,PRJNA51621,SAMN00713598,,representative genome,693661,58290,Archaeoglobus veneficus SNP6,strain=SNP6,,latest,Complete Genome,Major,Full,3/31/11,ASM19462v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000194625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/625/GCA_000194625.1_ASM19462v1,,assembly from type material
GCA_002813655.1,PRJNA349209,SAMN05928840,,na,59277,59277,Methanobacterium subterraneum,strain=MO-MB1,,latest,Complete Genome,Major,Full,12/7/17,ASM281365v1,Japan Agency for Marine-Earth Science and technology,GCF_002813655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/655/GCA_002813655.1_ASM281365v1,,
GCA_002813695.1,PRJNA349209,SAMN05928842,,na,59277,59277,Methanobacterium subterraneum,strain=A8p,,latest,Complete Genome,Major,Full,12/7/17,ASM281369v1,Japan Agency for Marine-Earth Science and technology,GCF_002813695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/695/GCA_002813695.1_ASM281369v1,,assembly from type material
GCA_000172995.2,PRJNA20743,SAMN00002580,,representative genome,469382,60847,Halogeometricum borinquense DSM 11551,strain=PR 3,,latest,Complete Genome,Major,Full,11/22/10,ASM17299v2,US DOE Joint Genome Institute (JGI-PGF),GCF_000172995.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/995/GCA_000172995.2_ASM17299v2,,assembly from type material
GCA_004799645.1,PRJNA482706,SAMN09711300,,na,61858,61858,Natronorubrum bangense,strain=JCM 10635,,latest,Complete Genome,Major,Full,4/18/19,ASM479964v1,Wuhan University,GCF_004799645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/799/645/GCA_004799645.1_ASM479964v1,,assembly from type material
GCA_000025325.1,PRJNA30411,SAMN02598471,,representative genome,543526,62320,Haloterrigena turkmenica DSM 5511,strain=DSM 5511,,latest,Complete Genome,Major,Full,1/19/10,ASM2532v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000025325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/325/GCA_000025325.1_ASM2532v1,,assembly from type material
GCA_000092305.1,PRJNA32611,SAMN00017484,,representative genome,573063,67760,Methanocaldococcus infernus ME,strain=ME,,latest,Complete Genome,Major,Full,4/30/10,ASM9230v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000092305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/305/GCA_000092305.1_ASM9230v1,,assembly from type material
GCA_000230735.3,PRJNA52951,SAMN02261373,,representative genome,797303,69525,Natrinema pellirubrum DSM 15624,strain=DSM 15624,,latest,Complete Genome,Major,Full,12/27/12,ASM23073v3,JGI,GCF_000230735.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/735/GCA_000230735.3_ASM23073v3,,assembly from type material
GCA_005890195.1,PRJNA412908,SAMN11840646,,na,69527,69527,Natrinema pallidum,strain=BOL6-1,,latest,Complete Genome,Major,Full,5/30/19,ASM589019v1,University of Maryland,GCF_005890195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/890/195/GCA_005890195.1_ASM589019v1,,
GCA_009729055.1,PRJNA488459,SAMN09933092,,na,69656,69656,Sulfurisphaera ohwakuensis,strain=TA-1,,latest,Complete Genome,Major,Full,12/4/19,ASM972905v1,North Carolina State University,GCF_009729055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/729/055/GCA_009729055.1_ASM972905v1,,
GCA_000019805.1,PRJNA15645,SAMN02598332,,na,444157,70771,Pyrobaculum neutrophilum V24Sta,strain=V24Sta,,latest,Complete Genome,Major,Full,3/27/08,ASM1980v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000019805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/805/GCA_000019805.1_ASM1980v1,,assembly from type material
GCA_002214385.1,PRJNA274230,SAMN03324159,,representative genome,71997,71997,Thermococcus gorgonarius,strain=W-12,,latest,Complete Genome,Major,Full,7/5/17,ASM221438v1,Ecole Normale Superieure de Lyon,GCF_002214385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/385/GCA_002214385.1_ASM221438v1,,assembly from type material
GCA_002214485.1,PRJNA274230,SAMN03324161,,representative genome,71998,71998,Thermococcus pacificus,strain=P-4,,latest,Complete Genome,Major,Full,7/5/17,ASM221448v1,Ecole Normale Superieure de Lyon,GCF_002214485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/485/GCA_002214485.1_ASM221448v1,,assembly from type material
GCA_002214505.1,PRJNA274230,SAMN03324165,,representative genome,72803,72803,Thermococcus siculi,strain=RG-20,,latest,Complete Genome,Major,Full,7/5/17,ASM221450v1,Ecole Normale Superieure de Lyon,GCF_002214505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/505/GCA_002214505.1_ASM221450v1,,assembly from type material
GCA_000024625.1,PRJNA33047,SAMN02598493,,representative genome,579137,73913,Methanocaldococcus vulcanius M7,strain=M7,,latest,Complete Genome,Major,Full,10/15/09,ASM2462v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000024625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/625/GCA_000024625.1_ASM2462v1,,assembly from type material
GCA_002078355.1,PRJNA316151,SAMN03952737,,na,74969,74969,Ferroplasma acidiphilum,strain=Y,,latest,Complete Genome,Major,Full,4/4/17,ASM207835v1,Max Planck Institute for Chemical Ecology,GCF_002078355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/078/355/GCA_002078355.1_ASM207835v1,,assembly from type material
GCA_000018305.1,PRJNA17421,SAMN00623034,,representative genome,397948,76887,Caldivirga maquilingensis IC-167,strain=IC-167,,latest,Complete Genome,Major,Full,10/5/07,ASM1830v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000018305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/305/GCA_000018305.1_ASM1830v1,,assembly from type material
GCA_003201675.1,PRJNA463410,SAMN09071531,,na,1293036,79601,Metallosphaera hakonensis JCM 8857 = DSM 7519,strain=HO1-1,,latest,Complete Genome,Major,Full,6/7/18,ASM320167v1,North Carolina State University,GCF_003201675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/675/GCA_003201675.1_ASM320167v1,,assembly from type material
GCA_000008265.1,PRJNA10641,SAMN02603345,,representative genome,263820,82076,Picrophilus torridus DSM 9790,strain=DSM 9790,,latest,Complete Genome,Major,Full,6/8/04,ASM826v1,"Institut of Microbiology and Genetics, University of Goettingen",GCF_000008265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/265/GCA_000008265.1_ASM826v1,,assembly from type material
GCA_000023985.1,PRJNA32615,SAMN02598490,,representative genome,573064,83171,Methanocaldococcus fervens AG86,strain=AG86,,latest,Complete Genome,Major,Full,8/28/09,ASM2398v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000023985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/985/GCA_000023985.1_ASM2398v1,,assembly from type material
GCA_000024185.1,PRJNA34681,SAMN02603710,,representative genome,634498,83816,Methanobrevibacter ruminantium M1,strain=M1,,latest,Complete Genome,Major,Full,2/5/10,ASM2418v1,Pastoral Greenhouse Gas Research Consortium,GCF_000024185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/185/GCA_000024185.1_ASM2418v1,,assembly from type material
GCA_000015765.1,PRJNA18109,SAMN00623052,,representative genome,410358,83984,Methanocorpusculum labreanum Z,strain=Z,,latest,Complete Genome,Major,Full,2/1/07,ASM1576v1,DOE Joint Genome Institute,GCF_000015765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/765/GCA_000015765.1_ASM1576v1,,assembly from type material
GCA_000304355.2,PRJEB167,SAMEA2272323,,representative genome,1201294,83986,Methanoculleus bourgensis MS2,strain=MS2T,,latest,Complete Genome,Major,Full,2/4/14,Mb_MS2,irena.maus,GCF_000304355.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/355/GCA_000304355.2_Mb_MS2,,assembly from type material
GCA_900079125.1,PRJEB13327,SAMEA3921042,,na,83986,83986,Methanoculleus bourgensis,,BA1,latest,Complete Genome,Major,Full,5/5/16,MBBA,CEBITEC,GCF_900079125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/125/GCA_900079125.1_MBBA,contaminated,
GCA_000025285.1,PRJNA32583,SAMN00017459,,representative genome,572546,84156,Archaeoglobus profundus DSM 5631,strain=DSM 5631,,latest,Complete Genome,Major,Full,1/19/10,ASM2528v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000025285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/285/GCA_000025285.1_ASM2528v1,,assembly from type material
GCA_000092465.1,PRJNA33683,SAMN00002730,,na,591019,84599,Staphylothermus hellenicus DSM 12710,strain=DSM 12710,,latest,Complete Genome,Major,Full,6/1/10,ASM9246v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000092465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/465/GCA_000092465.1_ASM9246v1,,assembly from type material
GCA_900036045.1,PRJEB12532,SAMEA3857231,,na,86622,86622,Methanoculleus sp. MAB1,,Methanoculleus sp MAB1,latest,Complete Genome,Major,Full,2/15/16,Methanoculleus sp MAB1,SLU,GCF_900036045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/036/045/GCA_900036045.1_Methanoculleus_sp_MAB1,,
GCA_005576615.1,PRJNA412908,SAMN11637627,,na,88724,88724,Natrinema versiforme,strain=BOL5-4,,latest,Complete Genome,Major,Full,5/22/19,ASM557661v1,University of Maryland,GCF_005576615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/576/615/GCA_005576615.1_ASM557661v1,,
GCA_000020905.1,PRJNA28141,SAMN02603098,,representative genome,490899,94694,Desulfurococcus amylolyticus 1221n,strain=1221n,,latest,Complete Genome,Major,Full,12/24/08,ASM2090v1,Centre 'Bioengineering' RAS,GCF_000020905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/905/GCA_000020905.1_ASM2090v1,,assembly from synonym type material
GCA_000231015.3,PRJNA49401,SAMN02232017,,na,768672,94694,Desulfurococcus amylolyticus DSM 16532,strain=DSM 16532,,latest,Complete Genome,Major,Full,6/7/12,ASM23101v3,DOE Joint Genome Institute,GCF_000231015.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/015/GCA_000231015.3_ASM23101v3,,assembly from synonym type material
GCA_000152265.2,PRJNA239,SAMN02604346,,representative genome,333146,97393,Ferroplasma acidarmanus fer1,strain=fer1,,latest,Complete Genome,Major,Full,6/26/13,ASM15226v2,DOE Joint Genome Institute,GCF_000152265.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/265/GCA_000152265.2_ASM15226v2,,assembly from type material
GCA_000247545.1,PRJNA42375,SAMN02604076,,na,698757,99007,Pyrobaculum oguniense TE7,strain=TE7,,latest,Complete Genome,Major,Full,2/10/12,ASM24754v1,UCSC-Lowelab,GCF_000247545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/545/GCA_000247545.1_ASM24754v1,missing rRNA genes,assembly from type material
GCA_000328665.1,PRJNA50749,SAMN02261367,,representative genome,867904,101192,Methanomethylovorans hollandica DSM 15978,strain=DSM 15978,,latest,Complete Genome,Major,Full,12/28/12,ASM32866v1,JGI,GCF_000328665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/665/GCA_000328665.1_ASM32866v1,,assembly from type material
GCA_000816105.1,PRJNA230529,SAMN02429659,,representative genome,1432656,110164,Thermococcus guaymasensis DSM 11113,strain=DSM 11113,,latest,Complete Genome,Major,Full,1/7/15,ASM81610v1,University of Waterloo,GCF_000816105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/105/GCA_000816105.1_ASM81610v1,,assembly from type material
GCA_000011205.1,PRJNA246,SAMD00061096,,representative genome,273063,111955,Sulfurisphaera tokodaii str. 7,strain=7,,latest,Complete Genome,Major,Full,5/11/04,ASM1120v1,NITE,GCF_000011205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/205/GCA_000011205.1_ASM1120v1,,assembly from type material
GCA_001006045.1,PRJNA258102,SAMN02988852,,representative genome,113653,113653,Geoglobus ahangari,strain=234,,latest,Complete Genome,Major,Full,5/11/15,ASM100604v1,Michigan State University,GCF_001006045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/006/045/GCA_001006045.1_ASM100604v1,,assembly from type material
GCA_000965745.1,PRJNA256113,SAMN02940502,,na,115547,115547,uncultured archaeon,,,latest,Chromosome,Major,Partial,3/30/15,ASM96574v1,CSIRO,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/965/745/GCA_000965745.1_ASM96574v1,derived from environmental source ; partial,
GCA_900095295.1,PRJEB14599,SAMEA4378819,,representative genome,118062,118062,Methanobacterium congolense,,Buetzberg,latest,Complete Genome,Major,Full,9/8/16,MCBB,CEBITEC,GCF_900095295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/295/GCA_900095295.1_MCBB,,
GCA_000016385.1,PRJNA15582,SAMN02598330,,na,340102,121277,Pyrobaculum arsenaticum DSM 13514,strain=DSM 13514,,latest,Complete Genome,Major,Full,4/16/07,ASM1638v1,DOE Joint Genome Institute,GCF_000016385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/385/GCA_000016385.1_ASM1638v1,,assembly from type material
GCA_002214525.1,PRJNA274230,SAMN03324166,,na,122420,122420,Thermococcus sp. P6,strain=P6,,latest,Complete Genome,Major,Full,7/5/17,ASM221452v1,Ecole Normale Superieure de Lyon,GCF_002214525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/525/GCA_002214525.1_ASM221452v1,,
GCA_900095815.1,PRJEB15255,SAMEA4408318,,representative genome,145261,145261,Methanothermobacter wolfeii,,SIV6,latest,Complete Genome,Major,Full,12/16/16,SIV6,CEBITEC,GCF_900095815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/815/GCA_900095815.1_SIV6,,
GCA_000008645.1,PRJNA289,SAMN02603244,,representative genome,187420,145262,Methanothermobacter thermautotrophicus str. Delta H,strain=Delta H,,latest,Complete Genome,Major,Full,12/22/99,ASM864v1,Genome Therapeutics Corporation,GCF_000008645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/645/GCA_000008645.1_ASM864v1,,assembly from type material
GCA_000145295.1,PRJNA40103,SAMN02603260,,representative genome,79929,145263,Methanothermobacter marburgensis str. Marburg,strain=Marburg,,latest,Complete Genome,Major,Full,8/11/10,ASM14529v1,Georg-August-University Goettingen,GCF_000145295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/295/GCA_000145295.1_ASM14529v1,,assembly from type material
GCA_000023945.1,PRJNA29305,SAMN00002611,,representative genome,519442,146826,Halorhabdus utahensis DSM 12940,strain=DSM 12940,,latest,Complete Genome,Major,Full,8/27/09,ASM2394v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000023945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/945/GCA_000023945.1_ASM2394v1,,assembly from type material
GCA_000179575.2,PRJNA43653,SAMN00100784,,representative genome,647113,155863,Methanothermococcus okinawensis IH1,strain=IH1,,latest,Complete Genome,Major,Full,6/6/11,ASM17957v2,US DOE Joint Genome Institute (JGI-PGF),GCF_000179575.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/575/GCA_000179575.2_ASM17957v2,,assembly from type material
GCA_000008085.1,PRJNA9599,SAMN02603208,,na,228908,160232,Nanoarchaeum equitans Kin4-M,,,latest,Complete Genome,Major,Full,12/18/03,ASM808v1,DIVERSA,GCF_000008085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/085/GCA_000008085.1_ASM808v1,missing tRNA genes,
GCA_000017945.1,PRJNA13914,SAMN02598324,,representative genome,453591,160233,Ignicoccus hospitalis KIN4/I,strain=KIN4/I,,latest,Complete Genome,Major,Full,8/29/07,ASM1794v1,US DOE Joint Genome Institute,GCF_000017945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/945/GCA_000017945.1_ASM1794v1,,assembly from type material
GCA_000265525.1,PRJNA167371,SAMN02603492,,representative genome,163003,163003,Thermococcus cleftensis,strain=CL1,,latest,Complete Genome,Major,Full,6/11/12,ASM26552v1,Kyung Hee University,GCF_000265525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/525/GCA_000265525.1_ASM26552v1,,assembly from type material
GCA_000148385.1,PRJNA32589,SAMN00017002,,na,572478,164451,Vulcanisaeta distributa DSM 14429,strain=DSM 14429,,latest,Complete Genome,Major,Full,9/22/10,ASM14838v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000148385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/385/GCA_000148385.1_ASM14838v1,,assembly from type material
GCA_000970265.1,PRJNA230943,SAMN03074579,,representative genome,1434111,170861,Methanosarcina lacustris Z-7289,strain=Z-7289,,latest,Complete Genome,Major,Full,4/7/15,ASM97026v1,University of Illinois at Urbana-Champaign,GCF_000970265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/265/GCA_000970265.1_ASM97026v1,,
GCA_000022545.1,PRJNA34531,SAMN02603090,,representative genome,604354,172049,Thermococcus sibiricus MM 739,strain=MM 739,,latest,Complete Genome,Major,Full,6/29/09,ASM2254v1,Centre,GCF_000022545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/545/GCA_000022545.1_ASM2254v1,,assembly from type material
GCA_000015805.1,PRJNA18111,SAMN00623060,,na,410359,181486,Pyrobaculum calidifontis JCM 11548,strain=JCM 11548,,latest,Complete Genome,Major,Full,2/27/07,ASM1580v1,DOE Joint Genome Institute,GCF_000015805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/805/GCA_000015805.1_ASM1580v1,missing rRNA genes,assembly from type material
GCA_000193375.1,PRJNA64455,SAMN02603093,,na,999630,184117,Thermoproteus uzoniensis 768-20,strain=768-20,,latest,Complete Genome,Major,Full,3/28/11,ASM19337v1,Centre Bioengineering RAS,GCF_000193375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/375/GCA_000193375.1_ASM19337v1,,
GCA_000022365.1,PRJNA33671,SAMN02603333,,na,593117,187878,Thermococcus gammatolerans EJ3,strain=EJ3; DSM 15229,,latest,Complete Genome,Major,Full,6/12/09,ASM2236v1,"IGM/ Universit Paris-Sud, France",GCF_000022365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/365/GCA_000022365.1_ASM2236v1,,assembly from type material
GCA_002214565.1,PRJNA274230,SAMN03324164,,na,187880,187880,Thermococcus radiotolerans,strain=EJ2,,latest,Complete Genome,Major,Full,7/5/17,ASM221456v1,Ecole Normale Superieure de Lyon,GCF_002214565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/565/GCA_002214565.1_ASM221456v1,,assembly from type material
GCA_000585495.1,PRJNA237737,SAMN03081537,,representative genome,195522,195522,Thermococcus nautili,strain=30-1,,latest,Complete Genome,Major,Full,3/5/14,ASM58549v1,Institute de Genetique et Microbiologie,GCF_000585495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/495/GCA_000585495.1_ASM58549v1,,assembly from type material
GCA_000317795.1,PRJNA70815,SAMN02261426,,representative genome,1056495,200415,Caldisphaera lagunensis DSM 15908,strain=DSM 15908,,latest,Complete Genome,Major,Full,12/10/12,ASM31779v1,JGI,GCF_000317795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/795/GCA_000317795.1_ASM31779v1,,assembly from type material
GCA_000404165.1,PRJNA157813,SAMN02602974,,na,224719,224719,Methanobrevibacter sp. AbM4,strain=AbM4,,latest,Complete Genome,Major,Full,6/3/13,ASM40416v1,AgResearch Ltd. & The New Zealand Agricultural Greenhouse Gas Research Centre,GCF_000404165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/165/GCA_000404165.1_ASM40416v1,,
GCA_000226975.3,PRJNA16192,SAMN02470038,,representative genome,358396,229731,Halobiforma lacisalsi AJ5,strain=AJ5,,latest,Complete Genome,Major,Full,1/23/17,ASM22697v3,"College of Life Sciences, Zhejiang University",GCF_000226975.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/975/GCA_000226975.3_ASM22697v3,,assembly from type material
GCA_000591035.1,PRJDB107,SAMD00061006,,na,1198449,229980,Aeropyrum camini SY1 = JCM 12091,strain=SY1,,latest,Complete Genome,Major,Full,9/27/13,ASM59103v1,"Laboratory of Marine Microbiology, Division of Applied Biosciences, Graduate School of Agriculture, Kyoto University",GCF_000591035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/035/GCA_000591035.1_ASM59103v1,,assembly from type material
GCA_001477655.1,PRJNA49589,SAMN03438115,,representative genome,230361,230361,Methanobrevibacter millerae,strain=SM9,,latest,Complete Genome,Major,Full,12/22/15,ASM147765v1,PGgRc,GCF_001477655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/477/655/GCA_001477655.1_ASM147765v1,,
GCA_000144915.1,PRJNA39927,SAMN02603091,,representative genome,666510,242703,Acidilobus saccharovorans 345-15,strain=345-15,,latest,Complete Genome,Major,Full,8/6/10,ASM14491v1,Centre Bioengineering RAS,GCF_000144915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/915/GCA_000144915.1_ASM14491v1,,assembly from type material
GCA_000151205.2,PRJNA19381,SAMN02603626,,na,246969,246969,Thermococcus sp. AM4,strain=AM4,,latest,Complete Genome,Major,Full,9/8/11,ASM15120v2,Moore Foundation,GCF_000151205.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/205/GCA_000151205.2_ASM15120v2,,
GCA_000235685.3,PRJNA62035,SAMN02261397,AGIY00000000.2,representative genome,882090,263906,Methanolinea tarda NOBI-1,strain=NOBI-1,,latest,Chromosome,Major,Full,1/13/14,ASM23568v3,JGI,GCF_000235685.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/685/GCA_000235685.3_ASM23568v3,,assembly from type material
GCA_000246735.1,PRJNA77705,SAMN02954313,AHCG00000000.1,na,274854,274854,uncultured Candidatus Poseidoniales archaeon,,,latest,Chromosome,Major,Full,2/7/12,ASM24673v1,"School of Oceanography, University of Washington",na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/735/GCA_000246735.1_ASM24673v1,derived from environmental source ; derived from metagenome,
